"Number";"Ettevõtja nimi";"Registrikood";"Kehtivuse algus";"Kehtivuse lõpp";"Kehtiv";"Tegevusala";"Lisainfo"
"KTO025330";"LSPN trade OÜ";"17215377";"24.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025328";"Toiteko OÜ";"16789633";"24.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025329";"ESGC Trade OÜ";"17215093";"24.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025327";"Abcanime OÜ";"14041155";"23.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025326";"Villade Haldus OÜ";"11528537";"23.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025325";"OÜ LaFiesta";"16334588";"23.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025323";"Sinimandria Restoran OÜ";"17142129";"22.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025324";"ESTMA HPT OÜ";"14781722";"22.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025322";"Mad Grouse OÜ";"17143071";"21.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025320";"RAB INVEST OÜ";"17228977";"21.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025319";"Kaks Pizzat OÜ";"17247638";"21.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025321";"Juyal & Juyal OÜ";"17210977";"21.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025318";"OÜ Puente Norte";"17202268";"20.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025317";"UCE concerts OÜ";"14844316";"19.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025316";"Kosmilised Maitsed OÜ";"17229132";"18.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025315";"ASIAN TASTE OÜ";"17254199";"16.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025314";"Osaühing Matkaabi";"11008134";"15.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025313";"Jerwakant MTÜ";"80595289";"14.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025312";"Stay & Sip OÜ";"17281687";"14.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025311";"Seaside Services OÜ";"12832786";"13.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025308";"Virukohvik OÜ";"17279816";"11.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025310";"Toost OÜ";"17274598";"11.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025309";"Mittetulundusühing Kanepi RomuTeam";"80561095";"11.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025306";"ASK Intergroup OÜ";"12232253";"10.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025305";"ConsGer OÜ";"16893595";"08.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025304";"OÜ ?okk ja Skandaal";"17267471";"08.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025303";"BOBA OÜ";"16730373";"08.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025302";"Frent OÜ";"12196089";"07.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025301";"TaluGurmee OÜ";"16936132";"05.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025299";"AllClean OÜ";"11532881";"04.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025300";"HasGa OÜ";"17236244";"04.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025298";"Tikkilugu OÜ";"17227280";"03.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025297";"Soveldaja Loomeleek OÜ";"17093997";"03.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025296";"AnoMari OÜ";"14270588";"02.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025295";"Vooglind OÜ";"14768801";"01.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025294";"mittetulundusühing Vormsi Tuletorni linnak";"80259290";"01.07.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025293";"Hara Holding OÜ";"14438906";"30.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025291";"Kajali OÜ";"16080372";"30.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025292";"Aivaravai OÜ";"17138043";"30.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025290";"Vivenor OÜ";"17233464";"29.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025289";"Osaühing Männikohvik";"17263904";"27.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025285";"Kolme Põlvkonna Kohvik OÜ";"17200105";"26.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025288";"Julounge OÜ";"16712174";"26.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025287";"Rõõmüks OÜ";"16840877";"26.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025286";"OÜ Parim Finants";"17266726";"26.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025283";"Eesti Noore Arhitektuuri Selts";"80131176";"25.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025281";"Rummu Grill OÜ";"17151269";"25.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025282";"Hiina Kulp OÜ";"16998704";"25.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025278";"Armilde OÜ";"16770421";"19.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025280";"Piirivee OÜ";"14884283";"19.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025279";"Karepa Selts";"80183658";"19.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025275";"OÜ HOLA GRILL";"17104287";"18.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025276";"DeLiner Project OÜ";"17232312";"18.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025274";"Satumaa OÜ";"17249092";"17.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025273";"Osaühing Sretensk";"14294548";"17.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025272";"NordAsia OÜ";"17065437";"17.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025271";"Vana madrus OÜ";"17193523";"17.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025270";"Velly OÜ";"17207969";"15.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025268";"OÜ Lust ja Lillepidu";"16337948";"12.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025269";"Kodutoit OÜ";"16496492";"12.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025265";"AnniElli OÜ";"17252929";"11.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025266";"Arkadel Invest OÜ";"11333756";"11.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025267";"Annlorii OÜ";"17213562";"11.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025264";"BAGEL&LURCH OÜ";"14476338";"10.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025263";"Osteria Group OÜ";"16776234";"10.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025258";"Werton OÜ";"14211083";"09.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025259";"Viru16 OÜ";"17159905";"09.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025260";"Maitsevõlu OÜ";"17130356";"09.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025261";"kubaresto OÜ";"17058469";"09.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025262";"Veinimeel OÜ";"17192966";"09.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025255";"Värske Mahl OÜ";"16915138";"06.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025256";"Kratt Grupp OÜ";"17225594";"06.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025253";"LÖFT OÜ";"17249844";"05.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025254";"PAKSU POISI PUBI OÜ";"17226910";"05.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025252";"Kalastusparadiis OÜ";"16886075";"03.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025249";"OÜ Meresassi";"14999757";"02.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025250";"Tähe Tramm OÜ";"17096553";"02.06.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025213";"Hiiu?näks OÜ";"17236008";"01.06.2025";"30.09.2027";"Jah";"Toitlustamine";""
"KTO025248";"Klooga Rannabaar OÜ";"17250340";"30.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025247";"Rannaka Bistroo OÜ";"17100220";"29.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025245";"OÜ PhoenixVisions";"16978831";"29.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025246";"Meduseld OÜ";"17251433";"29.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025244";"Novempes OÜ";"17236296";"29.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025243";"Truvato OÜ";"12627922";"28.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025240";"Mahe Kohvik OÜ";"17189734";"27.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025239";"Suminad OÜ";"17238315";"27.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025238";"Jõeääre Kohvik OÜ";"17232559";"27.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025241";"KUJI OÜ";"17205924";"27.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025237";"OÜ Kamsan";"17226659";"24.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025234";"Rokitron OÜ";"17164183";"23.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025235";"M2 Haldus OÜ";"14910993";"23.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025236";"Terratunes OÜ";"14394439";"23.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025178";"Kellive OÜ";"17210859";"23.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025233";"Trinity Artisans OÜ";"17246219";"22.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025231";"Srilankan tamil express OÜ";"16989007";"22.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025232";"OÜ Japikreeta";"16998733";"22.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025228";"OÜ AVGUSTA";"12476156";"21.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025229";"Pink Elevant OÜ";"16492175";"21.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025230";"Metsasadam OÜ";"14129275";"21.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025227";"VWR OÜ";"17239521";"20.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025226";"OÜ JumalAita";"17195309";"19.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025225";"KatariinaRozalie OÜ";"17184493";"18.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025224";"Bunyui Henry Yusinyu";"16618481";"17.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025223";"OÜ Briis Bar";"16710749";"17.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025221";"Thaipinas OÜ";"17240808";"16.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025222";"Yacht Food OÜ";"17230520";"16.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025220";"GroMur toit OÜ";"17225358";"16.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025218";"LaSmak OÜ";"17182904";"14.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025216";"Vanaase Kodumajutuse OÜ";"16980615";"13.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025217";"OÜ Mustard ja Pastard";"16681835";"13.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025212";"Brice OÜ";"16903626";"12.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025214";"RMT ENT OÜ";"17227624";"12.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025211";"Karlmuhust OÜ";"12524240";"09.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025210";"Lassinaator OÜ";"16314735";"08.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025209";"Põru Putka OÜ";"16106485";"08.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025208";"OÜ Burrata";"16538138";"07.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025207";"Bagababo Hanglabini OÜ";"16503737";"06.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025206";"Dharma Resort OÜ";"17201205";"05.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025204";"Ginzburg OÜ";"16092719";"05.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025205";"Double Trouble OÜ";"17205663";"05.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025201";"OÜ Olmax Grupp";"11907341";"02.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025203";"PPS lounge OÜ";"17200542";"02.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025202";"Shaurma family OÜ";"17215851";"02.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025200";"Põhumaja OÜ";"14982248";"01.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025184";"PITSAKANGELASED OÜ";"17223261";"01.05.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025199";"Tiikri OÜ";"17228960";"29.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025198";"Miinusbaar OÜ";"17227736";"28.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025197";"ProBurger OÜ";"17159615";"27.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025195";"Buena Trade OÜ";"11447371";"25.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025196";"Mull & Maik OÜ";"17210983";"25.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025193";"MustMull OÜ";"17092609";"24.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025189";"Vabaduse Maitsed OÜ";"17167856";"23.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025192";"Pabertiiger OÜ";"17107831";"23.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025190";"Suska OÜ";"16067398";"23.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025188";"Osaühing T.R. TAMME AUTO";"10020438";"22.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025181";"Miranova OÜ";"17211416";"22.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025186";"OÜ kooki tahad";"16864665";"21.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025187";"Captain Roosters OÜ";"17224695";"21.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025185";"Colour Gourmet OÜ";"16646454";"21.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025183";"OÜ RONANOR";"16664914";"16.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025182";"BEP OÜ";"14942220";"15.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025180";"lumbini OÜ";"17074563";"11.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025179";"VinoDeli OÜ";"16187414";"11.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025177";"Suveterrass OÜ";"16992725";"09.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025175";"R-ecole OÜ";"17012317";"09.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025176";"Kolm Kraani OÜ";"17209269";"09.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025173";"Liivimaa Põllumajandus OÜ";"14323575";"08.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025171";"Cairostar OÜ";"17043060";"07.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025170";"Gallerycafe OÜ";"16216280";"07.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025169";"Profbaar OÜ";"16466686";"06.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025168";"Anneli Martson";"17149315";"05.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025167";"Blondu OÜ";"17199359";"04.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025166";"Noarootsi Teatrigaraa? OÜ";"17198006";"04.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025165";"FUGO EXPRESS OÜ";"17192274";"03.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025164";"Raekohv OÜ";"16857429";"01.04.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025163";"Vibora OÜ";"17159727";"31.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025162";"Jakob & Sons OÜ";"17168583";"29.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025161";"EKT Korraldus OÜ";"17205841";"28.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025160";"OÜ Hõrgutaja";"17193210";"27.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025158";"Mon Reflet S OÜ";"17031909";"26.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025157";"DZUNGLI OÜ";"17192937";"26.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025156";"LaMemme OÜ";"17154434";"25.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025154";"Viikingite grill ja kala OÜ";"17100852";"24.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025155";"Investoraatorid OÜ";"16632050";"24.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025153";"K&T Lokaal OÜ";"16136517";"24.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025152";"Carbridge OÜ";"17081238";"21.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025149";"Karaoke Baar OÜ";"17201530";"21.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025150";"Everyone's OÜ";"16770332";"21.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025151";"Copperhead Capital OÜ";"14958391";"21.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025148";"Globeflex OÜ";"16307597";"17.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025147";"OÜ Atribor";"11963457";"16.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025146";"Nautica golfikeskus OÜ";"17179998";"16.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025145";"Capto Invest OÜ";"14487900";"15.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025144";"Vigurid OÜ";"14319691";"14.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025143";"Alaz OÜ";"16616217";"11.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025142";"Pikkpoiss OÜ";"16498396";"10.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025133";"Limoncello OÜ";"17013544";"10.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025141";"Kantribaar OÜ";"17172320";"07.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025139";"Bontlehato Babotadiba OÜ";"14981125";"06.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025138";"Kaja Projects OÜ";"14532226";"05.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025137";"Merejanu OÜ";"17188404";"03.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025136";"OÜ Metsiku Piisoni Saloon";"10662995";"03.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025135";"Jahu Kõrts OÜ";"16741431";"01.03.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025132";"FALL RESTO OÜ";"16590819";"28.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025134";"Sabbal Singh";"17087927";"28.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025131";"Nüanss Drinks OÜ";"17180549";"27.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025130";"M&K GROUP UÜ";"16965484";"27.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025129";"Think King Games OÜ";"16474734";"26.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025128";"EVELIA OÜ";"16518325";"25.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025127";"Bagus OÜ";"17141503";"16.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025125";"OÜ Peipsimees";"16898977";"12.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025126";"Kaisi OÜ";"16161923";"12.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025124";"Sanmaks OÜ";"14905957";"09.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025120";"WildSouls OÜ";"12472483";"06.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025123";"BAHUS OÜ";"14316592";"06.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025121";"OÜ Ürg";"14082792";"06.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025122";"Kringeling OÜ";"17103135";"06.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025118";"Pöide Mesi OÜ";"16048635";"05.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025116";"Bogodako Hofuhotutu OÜ";"14523227";"02.02.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025115";"TIGER WOK OÜ";"17079750";"27.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025114";"Bar2Go OÜ";"17163226";"27.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025113";"Kõrbes OÜ";"16771461";"24.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025112";"Pizzakahvel OÜ";"17133857";"23.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025111";"ReilKit OÜ";"16736818";"22.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025110";"ARIRAN OÜ";"10091877";"22.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025109";"MRZOOG TRADING OÜ";"16538894";"22.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025107";"Resete OÜ";"16549188";"21.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025108";"EMMid OÜ";"17101886";"21.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025106";"Toome pood OÜ";"17143488";"21.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025105";"Kolm Maali OÜ";"17075829";"19.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025102";"Vonhauer OÜ";"16800091";"16.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025101";"Rehealune Selts";"80412432";"16.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025103";"CIP OÜ";"14890227";"16.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025099";"Rigiroomi Godimaloum OÜ";"12662380";"15.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025100";"Member's Club OÜ";"16148779";"15.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025097";"Iglooo OÜ";"16476762";"12.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025096";"Kebo OÜ";"17129229";"11.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025095";"Ohtu Motoklubi";"80613722";"09.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025094";"Nekskörd OÜ";"17150086";"08.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025092";"Tadimelweni Mogonesesi OÜ";"17107431";"06.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025091";"Pereköök OÜ";"17113702";"05.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025090";"Mullur Osaühing";"17132800";"04.01.2025";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025089";"Sommerman OÜ";"16967939";"31.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025085";"Mai Kiosk OÜ";"17082427";"27.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025088";"OÜ Kildu Grupp";"12953260";"26.12.2024";"11.01.2030";"Jah";"Toitlustamine";""
"KTO025087";"Megakorraldus OÜ";"17136927";"25.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025086";"Renmarnik OÜ";"16813969";"22.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025084";"Rukkileib OÜ";"17115859";"20.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025081";"KBS Foods OÜ";"16722072";"19.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025083";"Vastok Grupp OÜ";"17072009";"19.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025082";"TG Rocca OÜ";"16968181";"19.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025057";"OÜ Puente";"17092354";"16.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025080";"OysterBoys OÜ";"16064427";"16.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025079";"Bogi Catering OÜ";"16843338";"10.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025077";"VAROSH OÜ";"17120518";"10.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025078";"Eventra OÜ";"17123577";"10.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025076";"VP Partner OÜ";"16658658";"09.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025075";"Mandel OÜ";"17124143";"08.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025074";"Jamm Eesti OÜ";"14133609";"07.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025073";"OÜ Tacocat";"16991731";"06.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO025072";"Sip Whispers OÜ";"17126946";"05.12.2024";"Tähtajatu";"Jah";"Toitlustamine";""
